epi_week,state,loc,loc_type,disease,cases,incidence_per_100000
196521,WA,WASHINGTON,STATE,MEASLES,214,7.21
196522,WA,WASHINGTON,STATE,MEASLES,266,8.97
196523,WA,WASHINGTON,STATE,MEASLES,199,6.71
196524,WA,WASHINGTON,STATE,MEASLES,74,2.49
196525,WA,WASHINGTON,STATE,MEASLES,29,0.98
196526,WA,WASHINGTON,STATE,MEASLES,14,0.47
196527,WA,WASHINGTON,STATE,MEASLES,10,0.34
196528,WA,WASHINGTON,STATE,MEASLES,10,0.34
196529,WA,WASHINGTON,STATE,MEASLES,16,0.54
196530,WA,WASHINGTON,STATE,MEASLES,10,0.34
196531,WA,WASHINGTON,STATE,MEASLES,0,0
196532,WA,WASHINGTON,STATE,MEASLES,2,0.07
196533,WA,WASHINGTON,STATE,MEASLES,6,0.2
196534,WA,WASHINGTON,STATE,MEASLES,4,0.13
196535,WA,WASHINGTON,STATE,MEASLES,0,0
196536,WA,WASHINGTON,STATE,MEASLES,1,0.03
196537,WA,WASHINGTON,STATE,MEASLES,4,0.13
196538,WA,WASHINGTON,STATE,MEASLES,16,0.54
196539,WA,WASHINGTON,STATE,MEASLES,7,0.24
196540,WA,WASHINGTON,STATE,MEASLES,0,0
196541,WA,WASHINGTON,STATE,MEASLES,17,0.57
196542,WA,WASHINGTON,STATE,MEASLES,12,0.4
196543,WA,WASHINGTON,STATE,MEASLES,0,0
196544,WA,WASHINGTON,STATE,MEASLES,13,0.44
196545,WA,WASHINGTON,STATE,MEASLES,33,1.11
196546,WA,WASHINGTON,STATE,MEASLES,30,1.01
196547,WA,WASHINGTON,STATE,MEASLES,51,1.72
196548,WA,WASHINGTON,STATE,MEASLES,28,0.94
196549,WA,WASHINGTON,STATE,MEASLES,33,1.11
196550,WA,WASHINGTON,STATE,MEASLES,41,1.38
196551,WA,WASHINGTON,STATE,MEASLES,36,1.21
196552,WA,WASHINGTON,STATE,MEASLES,48,1.62
196601,WA,WASHINGTON,STATE,MEASLES,76,2.49
196602,WA,WASHINGTON,STATE,MEASLES,56,1.83
196603,WA,WASHINGTON,STATE,MEASLES,96,3.14
196604,WA,WASHINGTON,STATE,MEASLES,118,3.86
196605,WA,WASHINGTON,STATE,MEASLES,188,6.15
196606,WA,WASHINGTON,STATE,MEASLES,102,3.34
196607,WA,WASHINGTON,STATE,MEASLES,198,6.48
196608,WA,WASHINGTON,STATE,MEASLES,115,3.76
196609,WA,WASHINGTON,STATE,MEASLES,125,4.09
196610,WA,WASHINGTON,STATE,MEASLES,124,4.06
196611,WA,WASHINGTON,STATE,MEASLES,175,5.72
196612,WA,WASHINGTON,STATE,MEASLES,122,3.99
196613,WA,WASHINGTON,STATE,MEASLES,132,4.32
196614,WA,WASHINGTON,STATE,MEASLES,83,2.72
196615,WA,WASHINGTON,STATE,MEASLES,81,2.65
196616,WA,WASHINGTON,STATE,MEASLES,61,2
196617,WA,WASHINGTON,STATE,MEASLES,108,3.53
196618,WA,WASHINGTON,STATE,MEASLES,202,6.61
196619,WA,WASHINGTON,STATE,MEASLES,236,7.72
196620,WA,WASHINGTON,STATE,MEASLES,189,6.18
196621,WA,WASHINGTON,STATE,MEASLES,230,7.52
196622,WA,WASHINGTON,STATE,MEASLES,226,7.39
196623,WA,WASHINGTON,STATE,MEASLES,182,5.95
196624,WA,WASHINGTON,STATE,MEASLES,53,1.73
196625,WA,WASHINGTON,STATE,MEASLES,46,1.5
196626,WA,WASHINGTON,STATE,MEASLES,65,2.13
196627,WA,WASHINGTON,STATE,MEASLES,16,0.52
196628,WA,WASHINGTON,STATE,MEASLES,7,0.23
196629,WA,WASHINGTON,STATE,MEASLES,5,0.16
196630,WA,WASHINGTON,STATE,MEASLES,36,1.18
196631,WA,WASHINGTON,STATE,MEASLES,5,0.16
196632,WA,WASHINGTON,STATE,MEASLES,4,0.13
196633,WA,WASHINGTON,STATE,MEASLES,16,0.52
196634,WA,WASHINGTON,STATE,MEASLES,9,0.29
196635,WA,WASHINGTON,STATE,MEASLES,38,1.24
196636,WA,WASHINGTON,STATE,MEASLES,2,0.07
196637,WA,WASHINGTON,STATE,MEASLES,10,0.33
196638,WA,WASHINGTON,STATE,MEASLES,28,0.92
196639,WA,WASHINGTON,STATE,MEASLES,68,2.22
196640,WA,WASHINGTON,STATE,MEASLES,78,2.55
196641,WA,WASHINGTON,STATE,MEASLES,105,3.43
196642,WA,WASHINGTON,STATE,MEASLES,105,3.43
196643,WA,WASHINGTON,STATE,MEASLES,163,5.33
196644,WA,WASHINGTON,STATE,MEASLES,0,0
196645,WA,WASHINGTON,STATE,MEASLES,165,5.4
196646,WA,WASHINGTON,STATE,MEASLES,190,6.22
196647,WA,WASHINGTON,STATE,MEASLES,97,3.17
196648,WA,WASHINGTON,STATE,MEASLES,198,6.48
196650,WA,WASHINGTON,STATE,MEASLES,197,6.44
196651,WA,WASHINGTON,STATE,MEASLES,108,3.53
196652,WA,WASHINGTON,STATE,MEASLES,57,1.86
196701,WA,WASHINGTON,STATE,MEASLES,159,5.01
196702,WA,WASHINGTON,STATE,MEASLES,110,3.47
196703,WA,WASHINGTON,STATE,MEASLES,160,5.04
196704,WA,WASHINGTON,STATE,MEASLES,248,7.81
196705,WA,WASHINGTON,STATE,MEASLES,271,8.54
196706,WA,WASHINGTON,STATE,MEASLES,251,7.91
196707,WA,WASHINGTON,STATE,MEASLES,197,6.21
196708,WA,WASHINGTON,STATE,MEASLES,197,6.21
196709,WA,WASHINGTON,STATE,MEASLES,168,5.29
196710,WA,WASHINGTON,STATE,MEASLES,231,7.28
196711,WA,WASHINGTON,STATE,MEASLES,300,9.45
196712,WA,WASHINGTON,STATE,MEASLES,273,8.6
196713,WA,WASHINGTON,STATE,MEASLES,357,11.25
196714,WA,WASHINGTON,STATE,MEASLES,146,4.6
196715,WA,WASHINGTON,STATE,MEASLES,206,6.49
196716,WA,WASHINGTON,STATE,MEASLES,242,7.62
196717,WA,WASHINGTON,STATE,MEASLES,265,8.35
196718,WA,WASHINGTON,STATE,MEASLES,300,9.45
196719,WA,WASHINGTON,STATE,MEASLES,314,9.89
196720,WA,WASHINGTON,STATE,MEASLES,241,7.59
196721,WA,WASHINGTON,STATE,MEASLES,344,10.84
196722,WA,WASHINGTON,STATE,MEASLES,162,5.1
196723,WA,WASHINGTON,STATE,MEASLES,133,4.19
196724,WA,WASHINGTON,STATE,MEASLES,56,1.76
196725,WA,WASHINGTON,STATE,MEASLES,25,0.79
196726,WA,WASHINGTON,STATE,MEASLES,10,0.32
196727,WA,WASHINGTON,STATE,MEASLES,14,0.44
196728,WA,WASHINGTON,STATE,MEASLES,4,0.13
196729,WA,WASHINGTON,STATE,MEASLES,7,0.22
196730,WA,WASHINGTON,STATE,MEASLES,9,0.28
196731,WA,WASHINGTON,STATE,MEASLES,7,0.22
196732,WA,WASHINGTON,STATE,MEASLES,7,0.22
196733,WA,WASHINGTON,STATE,MEASLES,3,0.09
196734,WA,WASHINGTON,STATE,MEASLES,1,0.03
196735,WA,WASHINGTON,STATE,MEASLES,1,0.03
196736,WA,WASHINGTON,STATE,MEASLES,3,0.09
196737,WA,WASHINGTON,STATE,MEASLES,9,0.28
196738,WA,WASHINGTON,STATE,MEASLES,8,0.25
196739,WA,WASHINGTON,STATE,MEASLES,17,0.54
196740,WA,WASHINGTON,STATE,MEASLES,22,0.69
196741,WA,WASHINGTON,STATE,MEASLES,23,0.72
196742,WA,WASHINGTON,STATE,MEASLES,13,0.41
196743,WA,WASHINGTON,STATE,MEASLES,41,1.29
196744,WA,WASHINGTON,STATE,MEASLES,0,0
196745,WA,WASHINGTON,STATE,MEASLES,14,0.44
196746,WA,WASHINGTON,STATE,MEASLES,11,0.35
196747,WA,WASHINGTON,STATE,MEASLES,17,0.54
196748,WA,WASHINGTON,STATE,MEASLES,16,0.5
196749,WA,WASHINGTON,STATE,MEASLES,31,0.98
196750,WA,WASHINGTON,STATE,MEASLES,20,0.63
196751,WA,WASHINGTON,STATE,MEASLES,7,0.22
196752,WA,WASHINGTON,STATE,MEASLES,8,0.25
196801,WA,WASHINGTON,STATE,MEASLES,15,0.46
196802,WA,WASHINGTON,STATE,MEASLES,17,0.52
196803,WA,WASHINGTON,STATE,MEASLES,34,1.04
196804,WA,WASHINGTON,STATE,MEASLES,21,0.64
196805,WA,WASHINGTON,STATE,MEASLES,25,0.76
196806,WA,WASHINGTON,STATE,MEASLES,54,1.65
196807,WA,WASHINGTON,STATE,MEASLES,20,0.61
196808,WA,WASHINGTON,STATE,MEASLES,19,0.58
196809,WA,WASHINGTON,STATE,MEASLES,26,0.8
196810,WA,WASHINGTON,STATE,MEASLES,23,0.7
196811,WA,WASHINGTON,STATE,MEASLES,21,0.64
196812,WA,WASHINGTON,STATE,MEASLES,30,0.92
196813,WA,WASHINGTON,STATE,MEASLES,14,0.43
196814,WA,WASHINGTON,STATE,MEASLES,17,0.52
196815,WA,WASHINGTON,STATE,MEASLES,16,0.49
196816,WA,WASHINGTON,STATE,MEASLES,29,0.89
196817,WA,WASHINGTON,STATE,MEASLES,30,0.92
196818,WA,WASHINGTON,STATE,MEASLES,20,0.61
196819,WA,WASHINGTON,STATE,MEASLES,19,0.58
196820,WA,WASHINGTON,STATE,MEASLES,13,0.4
196821,WA,WASHINGTON,STATE,MEASLES,7,0.21
196822,WA,WASHINGTON,STATE,MEASLES,18,0.55
196823,WA,WASHINGTON,STATE,MEASLES,3,0.09
196824,WA,WASHINGTON,STATE,MEASLES,16,0.49
196825,WA,WASHINGTON,STATE,MEASLES,5,0.15
196826,WA,WASHINGTON,STATE,MEASLES,1,0.03
196827,WA,WASHINGTON,STATE,MEASLES,0,0
196828,WA,WASHINGTON,STATE,MEASLES,1,0.03
196829,WA,WASHINGTON,STATE,MEASLES,0,0
196830,WA,WASHINGTON,STATE,MEASLES,0,0
196831,WA,WASHINGTON,STATE,MEASLES,1,0.03
196832,WA,WASHINGTON,STATE,MEASLES,0,0
196833,WA,WASHINGTON,STATE,MEASLES,0,0
196834,WA,WASHINGTON,STATE,MEASLES,0,0
196835,WA,WASHINGTON,STATE,MEASLES,0,0
196836,WA,WASHINGTON,STATE,MEASLES,0,0
196837,WA,WASHINGTON,STATE,MEASLES,5,0.15
196838,WA,WASHINGTON,STATE,MEASLES,13,0.4
196839,WA,WASHINGTON,STATE,MEASLES,2,0.06
196840,WA,WASHINGTON,STATE,MEASLES,5,0.15
196841,WA,WASHINGTON,STATE,MEASLES,6,0.18
196842,WA,WASHINGTON,STATE,MEASLES,5,0.15
196843,WA,WASHINGTON,STATE,MEASLES,6,0.18
196844,WA,WASHINGTON,STATE,MEASLES,0,0
196845,WA,WASHINGTON,STATE,MEASLES,13,0.4
196846,WA,WASHINGTON,STATE,MEASLES,2,0.06
196847,WA,WASHINGTON,STATE,MEASLES,2,0.06
196848,WA,WASHINGTON,STATE,MEASLES,5,0.15
196849,WA,WASHINGTON,STATE,MEASLES,8,0.24
196850,WA,WASHINGTON,STATE,MEASLES,5,0.15
196851,WA,WASHINGTON,STATE,MEASLES,4,0.12
196852,WA,WASHINGTON,STATE,MEASLES,2,0.06
196902,WA,WASHINGTON,STATE,MEASLES,2,0.06
196903,WA,WASHINGTON,STATE,MEASLES,0,0
196904,WA,WASHINGTON,STATE,MEASLES,0,0
196905,WA,WASHINGTON,STATE,MEASLES,4,0.12
196906,WA,WASHINGTON,STATE,MEASLES,2,0.06
196907,WA,WASHINGTON,STATE,MEASLES,0,0
196908,WA,WASHINGTON,STATE,MEASLES,2,0.06
196909,WA,WASHINGTON,STATE,MEASLES,0,0
196910,WA,WASHINGTON,STATE,MEASLES,4,0.12
196912,WA,WASHINGTON,STATE,MEASLES,3,0.09
196913,WA,WASHINGTON,STATE,MEASLES,7,0.21
196914,WA,WASHINGTON,STATE,MEASLES,0,0
196915,WA,WASHINGTON,STATE,MEASLES,0,0
196916,WA,WASHINGTON,STATE,MEASLES,5,0.15
196917,WA,WASHINGTON,STATE,MEASLES,4,0.12
196918,WA,WASHINGTON,STATE,MEASLES,2,0.06
196919,WA,WASHINGTON,STATE,MEASLES,1,0.03
196920,WA,WASHINGTON,STATE,MEASLES,3,0.09
196921,WA,WASHINGTON,STATE,MEASLES,4,0.12
196922,WA,WASHINGTON,STATE,MEASLES,0,0
196923,WA,WASHINGTON,STATE,MEASLES,0,0
196924,WA,WASHINGTON,STATE,MEASLES,1,0.03
196925,WA,WASHINGTON,STATE,MEASLES,0,0
196926,WA,WASHINGTON,STATE,MEASLES,3,0.09
196927,WA,WASHINGTON,STATE,MEASLES,0,0
196928,WA,WASHINGTON,STATE,MEASLES,0,0
196929,WA,WASHINGTON,STATE,MEASLES,0,0
196930,WA,WASHINGTON,STATE,MEASLES,1,0.03
196931,WA,WASHINGTON,STATE,MEASLES,0,0
196932,WA,WASHINGTON,STATE,MEASLES,0,0
196933,WA,WASHINGTON,STATE,MEASLES,1,0.03
196934,WA,WASHINGTON,STATE,MEASLES,0,0
196935,WA,WASHINGTON,STATE,MEASLES,0,0
196936,WA,WASHINGTON,STATE,MEASLES,0,0
196937,WA,WASHINGTON,STATE,MEASLES,0,0
196938,WA,WASHINGTON,STATE,MEASLES,0,0
196939,WA,WASHINGTON,STATE,MEASLES,1,0.03
196940,WA,WASHINGTON,STATE,MEASLES,1,0.03
196941,WA,WASHINGTON,STATE,MEASLES,1,0.03
196942,WA,WASHINGTON,STATE,MEASLES,0,0
196943,WA,WASHINGTON,STATE,MEASLES,1,0.03
196944,WA,WASHINGTON,STATE,MEASLES,0,0
196945,WA,WASHINGTON,STATE,MEASLES,1,0.03
196946,WA,WASHINGTON,STATE,MEASLES,0,0
196947,WA,WASHINGTON,STATE,MEASLES,0,0
196948,WA,WASHINGTON,STATE,MEASLES,0,0
196949,WA,WASHINGTON,STATE,MEASLES,0,0
196950,WA,WASHINGTON,STATE,MEASLES,1,0.03
196951,WA,WASHINGTON,STATE,MEASLES,1,0.03
196952,WA,WASHINGTON,STATE,MEASLES,0,0
197003,WA,WASHINGTON,STATE,MEASLES,4,0.12
197004,WA,WASHINGTON,STATE,MEASLES,1,0.03
197005,WA,WASHINGTON,STATE,MEASLES,6,0.17
197006,WA,WASHINGTON,STATE,MEASLES,20,0.58
197007,WA,WASHINGTON,STATE,MEASLES,3,0.09
197008,WA,WASHINGTON,STATE,MEASLES,1,0.03
197009,WA,WASHINGTON,STATE,MEASLES,0,0
197010,WA,WASHINGTON,STATE,MEASLES,0,0
197011,WA,WASHINGTON,STATE,MEASLES,5,0.15
197012,WA,WASHINGTON,STATE,MEASLES,29,0.84
197013,WA,WASHINGTON,STATE,MEASLES,0,0
197014,WA,WASHINGTON,STATE,MEASLES,5,0.15
197015,WA,WASHINGTON,STATE,MEASLES,0,0
197016,WA,WASHINGTON,STATE,MEASLES,23,0.67
197017,WA,WASHINGTON,STATE,MEASLES,12,0.35
197018,WA,WASHINGTON,STATE,MEASLES,38,1.1
197019,WA,WASHINGTON,STATE,MEASLES,25,0.73
197020,WA,WASHINGTON,STATE,MEASLES,0,0
197021,WA,WASHINGTON,STATE,MEASLES,57,1.65
197022,WA,WASHINGTON,STATE,MEASLES,56,1.62
197023,WA,WASHINGTON,STATE,MEASLES,66,1.91
197024,WA,WASHINGTON,STATE,MEASLES,65,1.89
197025,WA,WASHINGTON,STATE,MEASLES,23,0.67
197026,WA,WASHINGTON,STATE,MEASLES,17,0.49
197027,WA,WASHINGTON,STATE,MEASLES,38,1.1
197028,WA,WASHINGTON,STATE,MEASLES,0,0
197029,WA,WASHINGTON,STATE,MEASLES,1,0.03
197030,WA,WASHINGTON,STATE,MEASLES,4,0.12
197031,WA,WASHINGTON,STATE,MEASLES,15,0.44
197032,WA,WASHINGTON,STATE,MEASLES,7,0.2
197033,WA,WASHINGTON,STATE,MEASLES,2,0.06
197034,WA,WASHINGTON,STATE,MEASLES,0,0
197035,WA,WASHINGTON,STATE,MEASLES,1,0.03
197036,WA,WASHINGTON,STATE,MEASLES,1,0.03
197037,WA,WASHINGTON,STATE,MEASLES,1,0.03
197038,WA,WASHINGTON,STATE,MEASLES,0,0
197039,WA,WASHINGTON,STATE,MEASLES,3,0.09
197040,WA,WASHINGTON,STATE,MEASLES,1,0.03
197041,WA,WASHINGTON,STATE,MEASLES,12,0.35
197042,WA,WASHINGTON,STATE,MEASLES,12,0.35
197043,WA,WASHINGTON,STATE,MEASLES,25,0.73
197045,WA,WASHINGTON,STATE,MEASLES,7,0.2
197046,WA,WASHINGTON,STATE,MEASLES,22,0.64
197047,WA,WASHINGTON,STATE,MEASLES,18,0.52
197048,WA,WASHINGTON,STATE,MEASLES,11,0.32
197049,WA,WASHINGTON,STATE,MEASLES,4,0.12
197050,WA,WASHINGTON,STATE,MEASLES,22,0.64
197051,WA,WASHINGTON,STATE,MEASLES,15,0.44
197052,WA,WASHINGTON,STATE,MEASLES,0,0
197101,WA,WASHINGTON,STATE,MEASLES,6,0.17
197103,WA,WASHINGTON,STATE,MEASLES,10,0.29
197104,WA,WASHINGTON,STATE,MEASLES,0,0
197105,WA,WASHINGTON,STATE,MEASLES,52,1.51
197106,WA,WASHINGTON,STATE,MEASLES,34,0.99
197107,WA,WASHINGTON,STATE,MEASLES,27,0.78
197109,WA,WASHINGTON,STATE,MEASLES,23,0.67
197110,WA,WASHINGTON,STATE,MEASLES,19,0.55
197111,WA,WASHINGTON,STATE,MEASLES,61,1.77
197112,WA,WASHINGTON,STATE,MEASLES,69,2
197113,WA,WASHINGTON,STATE,MEASLES,8,0.23
197114,WA,WASHINGTON,STATE,MEASLES,43,1.25
197115,WA,WASHINGTON,STATE,MEASLES,72,2.09
197116,WA,WASHINGTON,STATE,MEASLES,64,1.86
197117,WA,WASHINGTON,STATE,MEASLES,28,0.81
197118,WA,WASHINGTON,STATE,MEASLES,97,2.81
197119,WA,WASHINGTON,STATE,MEASLES,40,1.16
197120,WA,WASHINGTON,STATE,MEASLES,32,0.93
197121,WA,WASHINGTON,STATE,MEASLES,6,0.17
197122,WA,WASHINGTON,STATE,MEASLES,18,0.52
197123,WA,WASHINGTON,STATE,MEASLES,58,1.68
197124,WA,WASHINGTON,STATE,MEASLES,56,1.62
197125,WA,WASHINGTON,STATE,MEASLES,20,0.58
197126,WA,WASHINGTON,STATE,MEASLES,22,0.64
197127,WA,WASHINGTON,STATE,MEASLES,41,1.19
197128,WA,WASHINGTON,STATE,MEASLES,12,0.35
197129,WA,WASHINGTON,STATE,MEASLES,14,0.41
197130,WA,WASHINGTON,STATE,MEASLES,15,0.44
197131,WA,WASHINGTON,STATE,MEASLES,10,0.29
197132,WA,WASHINGTON,STATE,MEASLES,0,0
197133,WA,WASHINGTON,STATE,MEASLES,0,0
197134,WA,WASHINGTON,STATE,MEASLES,28,0.81
197135,WA,WASHINGTON,STATE,MEASLES,14,0.41
197136,WA,WASHINGTON,STATE,MEASLES,3,0.09
197137,WA,WASHINGTON,STATE,MEASLES,1,0.03
197138,WA,WASHINGTON,STATE,MEASLES,4,0.12
197139,WA,WASHINGTON,STATE,MEASLES,0,0
197140,WA,WASHINGTON,STATE,MEASLES,4,0.12
197141,WA,WASHINGTON,STATE,MEASLES,2,0.06
197142,WA,WASHINGTON,STATE,MEASLES,22,0.64
197144,WA,WASHINGTON,STATE,MEASLES,3,0.09
197145,WA,WASHINGTON,STATE,MEASLES,8,0.23
197146,WA,WASHINGTON,STATE,MEASLES,21,0.61
197147,WA,WASHINGTON,STATE,MEASLES,2,0.06
197148,WA,WASHINGTON,STATE,MEASLES,16,0.46
197149,WA,WASHINGTON,STATE,MEASLES,32,0.93
197150,WA,WASHINGTON,STATE,MEASLES,22,0.64
197151,WA,WASHINGTON,STATE,MEASLES,0,0
197152,WA,WASHINGTON,STATE,MEASLES,3,0.09
197201,WA,WASHINGTON,STATE,MEASLES,17,0.49
197203,WA,WASHINGTON,STATE,MEASLES,26,0.75
197204,WA,WASHINGTON,STATE,MEASLES,12,0.34
197205,WA,WASHINGTON,STATE,MEASLES,47,1.35
197206,WA,WASHINGTON,STATE,MEASLES,10,0.29
197207,WA,WASHINGTON,STATE,MEASLES,24,0.69
197208,WA,WASHINGTON,STATE,MEASLES,50,1.44
197209,WA,WASHINGTON,STATE,MEASLES,35,1.01
197210,WA,WASHINGTON,STATE,MEASLES,46,1.32
197211,WA,WASHINGTON,STATE,MEASLES,41,1.18
197212,WA,WASHINGTON,STATE,MEASLES,38,1.09
197213,WA,WASHINGTON,STATE,MEASLES,27,0.78
197214,WA,WASHINGTON,STATE,MEASLES,31,0.89
197215,WA,WASHINGTON,STATE,MEASLES,52,1.49
197216,WA,WASHINGTON,STATE,MEASLES,41,1.18
197217,WA,WASHINGTON,STATE,MEASLES,102,2.93
197218,WA,WASHINGTON,STATE,MEASLES,45,1.29
197219,WA,WASHINGTON,STATE,MEASLES,65,1.87
197220,WA,WASHINGTON,STATE,MEASLES,73,2.1
197221,WA,WASHINGTON,STATE,MEASLES,40,1.15
197222,WA,WASHINGTON,STATE,MEASLES,23,0.66
197223,WA,WASHINGTON,STATE,MEASLES,29,0.83
197224,WA,WASHINGTON,STATE,MEASLES,50,1.44
197225,WA,WASHINGTON,STATE,MEASLES,29,0.83
197226,WA,WASHINGTON,STATE,MEASLES,2,0.06
197227,WA,WASHINGTON,STATE,MEASLES,0,0
197228,WA,WASHINGTON,STATE,MEASLES,1,0.03
197229,WA,WASHINGTON,STATE,MEASLES,5,0.14
197230,WA,WASHINGTON,STATE,MEASLES,0,0
197231,WA,WASHINGTON,STATE,MEASLES,2,0.06
197232,WA,WASHINGTON,STATE,MEASLES,1,0.03
197233,WA,WASHINGTON,STATE,MEASLES,0,0
197235,WA,WASHINGTON,STATE,MEASLES,4,0.11
197236,WA,WASHINGTON,STATE,MEASLES,0,0
197237,WA,WASHINGTON,STATE,MEASLES,0,0
197238,WA,WASHINGTON,STATE,MEASLES,0,0
197239,WA,WASHINGTON,STATE,MEASLES,0,0
197240,WA,WASHINGTON,STATE,MEASLES,1,0.03
197241,WA,WASHINGTON,STATE,MEASLES,0,0
197242,WA,WASHINGTON,STATE,MEASLES,1,0.03
197243,WA,WASHINGTON,STATE,MEASLES,3,0.09
197244,WA,WASHINGTON,STATE,MEASLES,0,0
197245,WA,WASHINGTON,STATE,MEASLES,1,0.03
197246,WA,WASHINGTON,STATE,MEASLES,1,0.03
197247,WA,WASHINGTON,STATE,MEASLES,4,0.11
197248,WA,WASHINGTON,STATE,MEASLES,5,0.14
197249,WA,WASHINGTON,STATE,MEASLES,3,0.09
197250,WA,WASHINGTON,STATE,MEASLES,0,0
197251,WA,WASHINGTON,STATE,MEASLES,0,0
197252,WA,WASHINGTON,STATE,MEASLES,0,0
197301,WA,WASHINGTON,STATE,MEASLES,26,0.73
197302,WA,WASHINGTON,STATE,MEASLES,51,1.44
197303,WA,WASHINGTON,STATE,MEASLES,15,0.42
197304,WA,WASHINGTON,STATE,MEASLES,20,0.56
197305,WA,WASHINGTON,STATE,MEASLES,44,1.24
197306,WA,WASHINGTON,STATE,MEASLES,1,0.03
197307,WA,WASHINGTON,STATE,MEASLES,41,1.15
197308,WA,WASHINGTON,STATE,MEASLES,2,0.06
197309,WA,WASHINGTON,STATE,MEASLES,46,1.3
197310,WA,WASHINGTON,STATE,MEASLES,18,0.51
197311,WA,WASHINGTON,STATE,MEASLES,28,0.79
197312,WA,WASHINGTON,STATE,MEASLES,9,0.25
197313,WA,WASHINGTON,STATE,MEASLES,25,0.7
197314,WA,WASHINGTON,STATE,MEASLES,6,0.17
197315,WA,WASHINGTON,STATE,MEASLES,26,0.73
197316,WA,WASHINGTON,STATE,MEASLES,33,0.93
197317,WA,WASHINGTON,STATE,MEASLES,28,0.79
197318,WA,WASHINGTON,STATE,MEASLES,38,1.07
197319,WA,WASHINGTON,STATE,MEASLES,86,2.42
197320,WA,WASHINGTON,STATE,MEASLES,50,1.41
197321,WA,WASHINGTON,STATE,MEASLES,15,0.42
197323,WA,WASHINGTON,STATE,MEASLES,29,0.82
197324,WA,WASHINGTON,STATE,MEASLES,35,0.99
197325,WA,WASHINGTON,STATE,MEASLES,61,1.72
197326,WA,WASHINGTON,STATE,MEASLES,18,0.51
197327,WA,WASHINGTON,STATE,MEASLES,5,0.14
197328,WA,WASHINGTON,STATE,MEASLES,15,0.42
197329,WA,WASHINGTON,STATE,MEASLES,9,0.25
197330,WA,WASHINGTON,STATE,MEASLES,0,0
197331,WA,WASHINGTON,STATE,MEASLES,4,0.11
197332,WA,WASHINGTON,STATE,MEASLES,2,0.06
197333,WA,WASHINGTON,STATE,MEASLES,6,0.17
197334,WA,WASHINGTON,STATE,MEASLES,0,0
197335,WA,WASHINGTON,STATE,MEASLES,2,0.06
197336,WA,WASHINGTON,STATE,MEASLES,2,0.06
197337,WA,WASHINGTON,STATE,MEASLES,1,0.03
197340,WA,WASHINGTON,STATE,MEASLES,1,0.03
197341,WA,WASHINGTON,STATE,MEASLES,1,0.03
197342,WA,WASHINGTON,STATE,MEASLES,7,0.2
197343,WA,WASHINGTON,STATE,MEASLES,4,0.11
197344,WA,WASHINGTON,STATE,MEASLES,0,0
197345,WA,WASHINGTON,STATE,MEASLES,8,0.23
197346,WA,WASHINGTON,STATE,MEASLES,2,0.06
197347,WA,WASHINGTON,STATE,MEASLES,22,0.62
197348,WA,WASHINGTON,STATE,MEASLES,15,0.42
197349,WA,WASHINGTON,STATE,MEASLES,27,0.76
197350,WA,WASHINGTON,STATE,MEASLES,3,0.08
197351,WA,WASHINGTON,STATE,MEASLES,0,0
197352,WA,WASHINGTON,STATE,MEASLES,1,0.03
197402,WA,WASHINGTON,STATE,MEASLES,2,0.06
197403,WA,WASHINGTON,STATE,MEASLES,0,0
197404,WA,WASHINGTON,STATE,MEASLES,3,0.08
197405,WA,WASHINGTON,STATE,MEASLES,1,0.03
197406,WA,WASHINGTON,STATE,MEASLES,1,0.03
197407,WA,WASHINGTON,STATE,MEASLES,7,0.19
197408,WA,WASHINGTON,STATE,MEASLES,6,0.17
197409,WA,WASHINGTON,STATE,MEASLES,0,0
197410,WA,WASHINGTON,STATE,MEASLES,0,0
197411,WA,WASHINGTON,STATE,MEASLES,3,0.08
197412,WA,WASHINGTON,STATE,MEASLES,2,0.06
197413,WA,WASHINGTON,STATE,MEASLES,3,0.08
197414,WA,WASHINGTON,STATE,MEASLES,7,0.19
197415,WA,WASHINGTON,STATE,MEASLES,0,0
197416,WA,WASHINGTON,STATE,MEASLES,0,0
197417,WA,WASHINGTON,STATE,MEASLES,4,0.11
197418,WA,WASHINGTON,STATE,MEASLES,1,0.03
197419,WA,WASHINGTON,STATE,MEASLES,2,0.06
197420,WA,WASHINGTON,STATE,MEASLES,2,0.06
197421,WA,WASHINGTON,STATE,MEASLES,3,0.08
197422,WA,WASHINGTON,STATE,MEASLES,8,0.22
197425,WA,WASHINGTON,STATE,MEASLES,0,0
197426,WA,WASHINGTON,STATE,MEASLES,0,0
197427,WA,WASHINGTON,STATE,MEASLES,0,0
197428,WA,WASHINGTON,STATE,MEASLES,0,0
197429,WA,WASHINGTON,STATE,MEASLES,0,0
197430,WA,WASHINGTON,STATE,MEASLES,0,0
197431,WA,WASHINGTON,STATE,MEASLES,5,0.14
197432,WA,WASHINGTON,STATE,MEASLES,2,0.06
197433,WA,WASHINGTON,STATE,MEASLES,0,0
197434,WA,WASHINGTON,STATE,MEASLES,1,0.03
197435,WA,WASHINGTON,STATE,MEASLES,0,0
197436,WA,WASHINGTON,STATE,MEASLES,0,0
197437,WA,WASHINGTON,STATE,MEASLES,1,0.03
197440,WA,WASHINGTON,STATE,MEASLES,2,0.06
197441,WA,WASHINGTON,STATE,MEASLES,0,0
197442,WA,WASHINGTON,STATE,MEASLES,2,0.06
